species.,species,image_file_name,image_type,color,primary.color,secondary.color,tertiary.color,quaternary.color,pattern,primary.patternattern,secondary.pattern,nape,scale_type,Venomous,Max_Size,Bahrain,Iran,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi.Arabia,Syria,UAE,Yemen,User
149,Vipera ammodytes meridionalis,Vipera_ammodytes_meridionalis_F1.jpg,body ,beige brown darkbrown ,beige,brown,darkbrown,,blotched ,blotched,,,keeled,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes meridionalis,Vipera_ammodytes_meridionalis_F2.jpg,body ,beige brown black ,beige,brown,black,,blotched ,blotched,,,keeled,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes meridionalis,Vipera_ammodytes_meridionalis_F3.jpg,body ,beige brown black ,beige,brown,black,,blotched ,blotched,,,keeled,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes meridionalis,Vipera_ammodytes_meridionalis_M.jpg,body ,white darkbrown black ,white,darkbrown,black,,blotched ,blotched,,,keeled,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes montadoni,Vipera_ammodytes_montadoni_F1.jpg,body ,white lightbrown darkbrown ,white,lightbrown,darkbrown,,blotched ,blotched,,,keeled,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes montadoni,Vipera_ammodytes_montadoni_F2.jpg,body ,white lightbrown darkbrown ,white,lightbrown,darkbrown,,blotched ,blotched,,,keeled,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes montadoni,Vipera_ammodytes_montadoni_M.jpg,body ,white darkbrown black ,white,darkbrown,black,,blotched ,blotched,,,keeled,x,1100,,,,,,,,x,,,,,,andrew
150,Vipera eriwanensis,Geniez 2018 Vipera eriwanensis.jpg,body ,darkgray lightgray ,darkgray,lightgray,,,blotched ,blotched,,,keeled,x,510,,x,,,,,,,,,,,,andrew
151,Vipera transcaucasiana,Vipera_transcaucasiana_f.jpg,body ,darkgray black ,darkgray,black,,,blotched ,blotched,,,keeled,x,700,,x,,,,,,,,,,,,andrew
151,Vipera transcaucasiana,Vipera_transcaucasiana_M.jpg,body ,lightgray black ,lightgray,black,,,blotched ,blotched,,,keeled,x,700,,x,,,,,,,,,,,,andrew
151,Vipera transcaucasiana,Vipera_transcaucasiana_M2.jpg,body ,lightgray black ,lightgray,black,,,blotched ,blotched,,,keeled,x,700,,x,,,,,,,,,,,,andrew
151,Vipera transcaucasiana,Vipera_transcaucasiana_mf.jpg,body ,lightbrown darkbrown lightgray ,lightbrown,darkbrown,lightgray,,blotched ,blotched,,,keeled,x,700,,x,,,,,,,,,,,,andrew
151,Vipera transcaucasiana,Vipera_transcaucasiana_pair.jpg,body ,lightgray beige black ,lightgray,beige,black,,blotched ,blotched,,,keeled,x,700,,x,,,,,,,,,,,,andrew
152,Vipera ursinii rakosiensis,Vipera_ursinii_rakosiensis.jpg,body ,darkgray darkbrown black ,darkgray,darkbrown,black,,blotched ,blotched,,,keeled,x,600,,,,,,,,x,,,,,,andrew
152,Vipera ursinii rakosiensis,Vipera_ursinii_rakosiensis2.jpg,body ,black beige lightgray ,black,beige,lightgray,,blotched ,blotched,,,keeled,x,600,,,,,,,,x,,,,,,andrew
152,Vipera ursinii tienshanica,Vipera_ursinii_tienshanica.jpg,body ,beige darkbrown black ,beige,darkbrown,black,,blotched ,blotched,,,keeled,x,600,,,,,,,,x,,,,,,andrew
153,Walterinnesia aegyptia,Walterinnesia aegyptia.jpg,body ,darkgray ,darkgray,,,,uniform ,uniform,,,keeled,x,1400,,,x,x,x,,x,,,x,,,,andrew
153,Walterinnesia aegyptia,Walterinnesia_aegyptia.jpg,body ,black ,black,,,,uniform ,uniform,,,smooth,x,1400,,,x,x,x,,x,,,x,,,,andrew
153,Walterinnesia aegyptia,Walterinnesia_aegyptia2.jpg,body ,black ,black,,,,uniform ,uniform,,,,x,1400,,,x,x,x,,x,,,x,,,,andrew
154,Walterinnesia morgani,Geniez 2018 Walterinnesia morgani.jpg,body ,black ,black,,,,uniform ,uniform,,,smooth,x,1170,,x,x,,,x,,,x,x,x,,,andrew
156,Xerotyphlops socotranus,Typhlops_socotranus.jpg,body ,darkbrown brown ,darkbrown,brown,,,striped ,striped,,,smooth,,NA,,,,,,,,,,,,,,andrew
158,Xerotyphlops vermicularis,Typhlops_vermicularis.jpg,body ,brown lightbrown ,brown,lightbrown,,,uniform ,uniform,,,smooth,,NA,,,,,,,,,,,,,,andrew
158,Xerotyphlops vermicularis,Xerotyphlops_vermicularis.jpg,body ,brown ,brown,,,,uniform ,uniform,,,,,400,,x,x,,,,,,,,,,,andrew
160,Zamenis hohenackeri,Elaphe_hohenackeri.jpg,body ,lightgray darkbrown black ,lightgray,darkbrown,black,,blotched ,blotched,,,smooth,,NA,,,,,,,,,,,,,,andrew
160,Zamenis hohenackeri,Zamenis_hohenackeri.jpg,body ,lightgray darkbrown ,lightgray,darkbrown,,,blotched ,blotched,,,smooth,,760,,x,x,x,,,x,,,,x,,,andrew
161,Zamenis longissimus,Zamenis_longissimus.jpg,body ,black brown white ,black,brown,white,,spotted ,spotted,,,smooth,,2000,,x,,,,,,x,,,,,,andrew
161,Zamenis longissimus,Zamenis_longissimus3.jpg,body ,black brown ,black,brown,,,uniform ,uniform,,,smooth,,2000,,x,,,,,,x,,,,,,andrew
161,Zamenis longissimus,Zamenis_longissimus4.jpg,body ,black lightbrown ,black,lightbrown,,,uniform ,uniform,,,smooth,,2000,,x,,,,,,x,,,,,,andrew
161,Zamenis longissimus,Zamenis_longissimus6.jpg,body ,brown white ,brown,white,,,uniform ,uniform,,,smooth,,2000,,x,,,,,,x,,,,,,andrew
161,Zamenis longissimus,Zamenis_longissimus7.jpg,body ventral ,brown black white ,brown,black,white,,uniform ,uniform,,,smooth,,2000,,x,,,,,,x,,,,,,andrew
161,Zamenis longissimus,Zamenis_longissimus8.jpg,body ,brown darkbrown white ,brown,darkbrown,white,,spotted striped ,spotted,striped,,smooth,,2000,,x,,,,,,x,,,,,,andrew
161,Zamenis longissimus,Zamenis_longissimus_subadult1.jpg,body ,brown lightgray black ,brown,lightgray,black,,blotched ,blotched,,,smooth,,2000,,x,,,,,,x,,,,,,andrew
161,Zamenis longissimus,Zamenis_longissimus_subadult2.jpg,body ,brown lightgray ,brown,lightgray,,,blotched ,blotched,, , , ,2000, ,x, , , , , ,x, , , , , ,andrew
162,Zamenis persica,Elaphe_persica.jpg,body ,black ,black,,,,uniform ,uniform,,,smooth,,NA,,,,,,,,,,,,,,andrew
162,Zamenis persica,Elaphe_persica2.jpg,body ,brown darkbrown ,brown,darkbrown,,,uniform ,uniform,,,smooth,,NA,,,,,,,,,,,,,,andrew
